1, 38, 50, 54.40, 14226
[22:42:24] 0, 99, 87, 62.79, 14228
1, 39, 51, 55.07, 14226
[22:42:55] 0, 42, 87, 62.93, 14228
1, 99, 51, 57.40, 14226
[22:43:26] 0, 43, 86, 62.90, 14228
1, 99, 51, 58.61, 14226
[22:43:57] 0, 42, 87, 65.44, 14228
1, 99, 51, 59.40, 14226
[22:44:28] 0, 42, 86, 63.06, 14228
1, 99, 51, 59.10, 14226
[22:44:59] 0, 42, 86, 63.97, 14228
1, 99, 51, 57.61, 14226
[22:45:30] 0, 36, 87, 61.52, 14228
1, 99, 51, 55.31, 14226
[22:46:01] 0, 99, 87, 60.53, 14228
1, 32, 50, 50.77, 14226
[22:46:32] 0, 38, 87, 64.02, 14228
1, 99, 50, 55.12, 14226
[22:47:03] 0, 38, 87, 62.77, 14228
1, 99, 50, 55.89, 14226
[22:47:34] 0, 47, 87, 62.85, 14228
1, 69, 50, 52.75, 14226
[22:48:05] 0, 39, 87, 62.85, 14228
1, 99, 50, 56.12, 14226
[22:48:36] 0, 38, 87, 64.63, 14228
1, 99, 51, 55.87, 14226
[22:49:07] 0, 39, 87, 61.90, 14228
1, 99, 50, 55.13, 14226
[22:49:38] 0, 37, 86, 60.67, 14228
1, 99, 51, 55.47, 14226
[22:50:09] 0, 37, 87, 63.15, 14228
1, 99, 50, 55.55, 14226
[22:50:40] 0, 38, 87, 60.55, 14228
1, 99, 51, 55.82, 14226
[22:51:11] 0, 37, 87, 63.20, 14228
1, 99, 51, 55.75, 14226
[22:51:42] 0, 38, 87, 65.49, 14228
1, 99, 51, 56.13, 14226
[22:52:13] 0, 32, 87, 62.53, 14228
1, 99, 50, 54.12, 14226
[22:52:44] 0, 39, 86, 60.03, 14228
1, 99, 51, 54.80, 14226
[22:53:15] 0, 36, 87, 64.26, 14228
1, 99, 51, 54.35, 14226
[22:53:46] 0, 40, 86, 63.10, 14228
1, 99, 51, 53.96, 14226
[22:54:18] 0, 36, 87, 61.91, 14228
1, 99, 50, 54.46, 14226
[22:54:48] 0, 37, 87, 62.79, 14228
1, 99, 50, 54.28, 14226
[22:55:20] 0, 99, 87, 60.94, 14228
1, 35, 50, 50.90, 14226
[22:55:50] 0, 39, 86, 61.22, 14228
1, 99, 50, 55.25, 14226
[22:56:21] 0, 30, 87, 63.98, 14228
1, 99, 50, 54.90, 14226
[22:56:52] 0, 36, 87, 60.20, 14228
1, 99, 50, 54.70, 14226
[22:57:23] 0, 37, 87, 62.31, 14228
1, 99, 50, 55.38, 14226
[22:57:54] 0, 99, 86, 59.78, 14228
1, 35, 50, 50.44, 14226
[22:58:25] 0, 99, 86, 61.47, 14228
1, 35, 50, 51.46, 14226
[22:58:56] 0, 27, 87, 62.17, 14228
1, 99, 50, 51.95, 14226
[22:59:27] 0, 36, 87, 65.58, 14228
1, 99, 51, 54.85, 14226
[22:59:59] 0, 38, 87, 65.57, 14228
1, 99, 50, 55.27, 14226
[23:00:30] 0, 37, 87, 64.62, 14228
1, 99, 50, 54.76, 14226
[23:01:01] 0, 37, 87, 63.77, 14228
1, 99, 50, 54.14, 14226
[23:01:32] 0, 37, 87, 63.84, 14228
1, 99, 50, 53.50, 14226
[23:02:03] 0, 99, 87, 62.74, 14228
1, 35, 49, 51.22, 14226
[23:02:34] 0, 38, 87, 62.79, 14228
1, 99, 50, 55.06, 14226
[23:03:05] 0, 41, 86, 62.72, 14228
1, 99, 50, 55.49, 14226
[23:03:36] 0, 37, 87, 62.80, 14228
1, 99, 50, 54.88, 14226
[23:04:07] 0, 46, 86, 62.12, 14230
1, 44, 50, 55.39, 14228
[23:04:38] 0, 37, 87, 63.10, 14230
1, 99, 51, 55.02, 14228
[23:05:09] 0, 39, 87, 61.67, 14230
1, 99, 51, 56.20, 14228
[23:05:40] 0, 36, 86, 62.25, 14230
1, 99, 50, 54.78, 14228
[23:06:11] 0, 38, 86, 61.17, 14230
1, 99, 51, 55.70, 14228
[23:06:42] 0, 40, 86, 62.51, 14230
1, 99, 51, 55.69, 14228
[23:07:13] 0, 39, 86, 61.75, 14230
1, 99, 51, 55.61, 14228
[23:07:44] 0, 38, 86, 61.69, 14230
1, 99, 50, 55.02, 14228
[23:08:15] 0, 39, 87, 63.04, 14230
1, 99, 51, 56.27, 14228
[23:08:46] 0, 40, 86, 63.18, 14230
1, 99, 51, 55.65, 14228
[23:09:18] 0, 38, 87, 63.25, 14230
1, 99, 51, 54.68, 14228
[23:09:49] 0, 38, 87, 63.22, 14230
1, 99, 51, 56.16, 14228
[23:10:20] 0, 30, 87, 61.12, 14230
1, 99, 50, 53.49, 14228
[23:10:51] 0, 37, 87, 63.56, 14230
1, 99, 51, 55.93, 14228
[23:11:22] 0, 39, 86, 62.48, 14230
1, 99, 51, 55.74, 14228
[23:11:53] 0, 39, 87, 62.41, 14230
1, 99, 51, 56.17, 14228
[23:12:24] 0, 39, 87, 62.42, 14230
1, 99, 51, 56.94, 14228
[23:12:55] 0, 38, 87, 62.96, 14230
1, 99, 51, 55.05, 14228
[23:13:26] 0, 37, 87, 63.02, 14230
1, 99, 50, 54.86, 14228
[23:13:58] 0, 35, 87, 63.00, 14230
1, 99, 50, 54.20, 14228
[23:14:29] 0, 99, 87, 61.56, 14230
1, 33, 50, 50.58, 14228
[23:14:59] 0, 35, 87, 63.11, 14230
1, 99, 50, 54.05, 14228
[23:15:30] 0, 99, 87, 62.54, 14230
1, 32, 49, 50.63, 14228
[23:16:01] 0, 99, 87, 62.54, 14230
1, 34, 49, 49.55, 14228
[23:16:32] 0, 35, 87, 61.67, 14230
1, 99, 50, 51.88, 14228
[23:17:04] 0, 99, 87, 61.44, 14230
1, 33, 49, 50.22, 14228
[23:17:35] 0, 99, 86, 61.52, 14230
1, 34, 49, 50.46, 14228
[23:18:06] 0, 99, 87, 61.80, 14230
1, 32, 49, 49.77, 14228
[23:18:37] 0, 99, 87, 61.71, 14230
1, 34, 49, 50.75, 14228
[23:19:08] 0, 99, 87, 61.73, 14230
1, 37, 49, 50.54, 14228
[23:19:39] 0, 99, 87, 61.94, 14230
1, 35, 49, 51.37, 14228
[23:20:10] 0, 99, 87, 60.74, 14230
1, 36, 49, 51.00, 14228
[23:20:41] 0, 99, 86, 61.34, 14230
1, 33, 49, 50.78, 14228
[23:21:14] 0, 37, 87, 62.34, 14230
1, 99, 50, 54.61, 14228
[23:21:45] 0, 38, 86, 60.55, 14230
1, 99, 50, 54.77, 14228
[23:22:17] 0, 37, 87, 63.84, 14230
1, 99, 50, 54.46, 14228
[23:22:48] 0, 36, 86, 61.33, 14230
1, 99, 51, 54.61, 14228
[23:23:20] 0, 37, 86, 61.56, 14230
1, 99, 51, 54.51, 14228
[23:23:51] 0, 37, 87, 61.56, 14230
1, 99, 51, 55.08, 14228
[23:24:23] 0, 38, 86, 61.67, 14230
1, 99, 51, 55.16, 14228
[23:24:54] 0, 37, 87, 61.67, 14230
1, 99, 51, 54.97, 14228
[23:25:27] 0, 36, 86, 61.71, 14230
1, 99, 51, 54.84, 14228
[23:25:58] 0, 38, 87, 61.74, 14230
1, 99, 51, 55.37, 14228
[23:26:29] 0, 30, 87, 61.69, 14230
1, 99, 50, 53.62, 14228
[23:27:00] 0, 39, 86, 59.78, 14230
1, 99, 51, 55.93, 14228
[23:27:32] 0, 39, 87, 60.40, 14230
1, 99, 51, 55.58, 14228
[23:28:04] 0, 38, 87, 62.65, 14230
1, 99, 51, 56.63, 14228
[23:28:36] 0, 41, 87, 61.58, 14232
1, 99, 52, 60.63, 14230
[23:29:07] 0, 100, 86, 59.65, 14232
1, 100, 53, 63.34, 14230
[23:29:39] 0, 32, 87, 64.26, 14232
1, 99, 52, 59.88, 14230
[23:30:10] 0, 39, 87, 65.47, 14232
1, 99, 52, 60.25, 14230
[23:30:42] 0, 40, 86, 63.75, 14232
1, 99, 52, 61.18, 14230
[23:31:13] 0, 34, 86, 64.49, 14232
1, 99, 51, 60.11, 14230
[23:31:46] 0, 99, 86, 64.52, 14232
1, 49, 51, 54.82, 14230
[23:32:17] 0, 34, 87, 64.50, 14232
1, 99, 52, 60.50, 14230
[23:32:48] 0, 34, 87, 64.57, 14232
1, 99, 52, 60.90, 14230
[23:33:20] 0, 35, 86, 63.23, 14232
1, 99, 51, 59.51, 14230
[23:33:52] 0, 35, 86, 62.85, 14232
1, 99, 52, 60.08, 14230
[23:34:24] 0, 32, 87, 64.77, 14232
1, 99, 52, 60.70, 14230
[23:34:55] 0, 34, 86, 64.62, 14232
1, 99, 52, 60.32, 14230
[23:35:27] 0, 27, 87, 65.10, 14232
1, 99, 52, 61.15, 14230
[23:35:59] 0, 99, 87, 63.49, 14232
1, 36, 51, 57.21, 14230
[23:36:30] 0, 33, 87, 63.36, 14232
1, 99, 51, 58.51, 14230
[23:37:02] 0, 27, 87, 64.22, 14232
1, 99, 51, 56.40, 14230
[23:37:33] 0, 99, 86, 65.39, 14232
1, 34, 50, 50.62, 14230
[23:38:05] 0, 36, 87, 65.49, 14232
1, 99, 50, 54.17, 14230
[23:38:36] 0, 99, 87, 62.55, 14232
1, 33, 49, 50.36, 14230
[23:39:08] 0, 99, 86, 62.61, 14232
1, 33, 49, 50.17, 14230
[23:39:39] 0, 99, 87, 62.48, 14232
1, 35, 49, 50.73, 14230
[23:40:13] 0, 99, 87, 64.00, 14232
1, 35, 49, 50.54, 14230
[23:40:45] 0, 99, 87, 61.01, 14232
1, 31, 48, 50.54, 14230
[23:41:18] 0, 38, 86, 61.66, 14232
1, 99, 50, 54.25, 14230
[23:41:49] 0, 99, 87, 61.67, 14232
1, 35, 49, 51.50, 14230
[23:42:21] 0, 99, 87, 61.64, 14232
1, 35, 49, 51.43, 14230
[23:42:53] 0, 99, 86, 61.70, 14232
1, 34, 50, 51.58, 14230
[23:43:24] 0, 39, 86, 61.54, 14232
1, 99, 50, 55.10, 14230
[23:43:56] 0, 99, 87, 61.65, 14232
1, 37, 50, 52.98, 14230
[23:44:27] 0, 37, 87, 61.65, 14232
1, 99, 51, 54.02, 14230
[23:44:59] 0, 39, 87, 61.58, 14232
1, 99, 51, 56.51, 14230
[23:45:30] 0, 39, 87, 63.53, 14232
1, 99, 51, 56.74, 14230
[23:46:01] 0, 36, 87, 63.08, 14232
1, 99, 51, 56.55, 14230
[23:46:32] 0, 39, 87, 62.88, 14232
1, 99, 51, 56.28, 14230
[23:47:03] 0, 35, 87, 61.23, 14232
1, 99, 51, 56.08, 14230
[23:47:35] 0, 39, 86, 61.02, 14232
1, 99, 51, 57.33, 14230
[23:48:06] 0, 40, 86, 60.05, 14232
1, 99, 51, 57.01, 14230
[23:48:37] 0, 40, 87, 63.09, 14232
1, 99, 51, 55.63, 14230
[23:49:08] 0, 40, 87, 63.09, 14232
1, 99, 51, 57.88, 14230
[23:49:40] 0, 42, 87, 63.53, 14232
1, 99, 51, 58.05, 14230
[23:50:11] 0, 41, 87, 63.60, 14232
1, 99, 51, 58.49, 14230
[23:50:42] 0, 41, 87, 62.67, 14232
1, 99, 51, 58.64, 14230
[23:51:13] 0, 41, 86, 62.72, 14232
1, 99, 51, 58.90, 14230
[23:51:44] 0, 55, 86, 61.53, 14232
1, 99, 51, 58.33, 14230
[23:52:15] 0, 44, 86, 62.94, 14232
1, 99, 51, 59.05, 14230
[23:52:47] 0, 40, 87, 63.55, 14232
1, 99, 51, 57.88, 14230
[23:53:18] 0, 34, 87, 61.72, 14232
1, 99, 51, 58.08, 14230
[23:53:49] 0, 41, 86, 62.98, 14232
1, 99, 51, 58.78, 14230
[23:54:20] 0, 99, 86, 63.30, 14232
1, 40, 51, 55.70, 14230
[23:54:52] 0, 99, 86, 63.14, 14232
1, 39, 50, 56.05, 14230
[23:55:23] 0, 99, 86, 63.15, 14232
1, 39, 50, 56.39, 14230
[23:55:54] 0, 99, 86, 63.18, 14232
1, 39, 50, 56.25, 14230
[23:56:25] 0, 43, 87, 65.01, 14232
1, 99, 51, 59.53, 14230
[23:56:57] 0, 37, 87, 62.65, 14232
1, 99, 50, 54.13, 14230
[23:57:28] 0, 36, 87, 62.65, 14232
1, 99, 50, 53.44, 14230
[23:57:59] 0, 39, 87, 62.66, 14232
1, 99, 50, 53.93, 14230
[23:58:30] 0, 36, 86, 62.61, 14232
1, 99, 50, 53.75, 14230
[23:59:02] 0, 37, 86, 62.68, 14232
1, 99, 50, 53.77, 14230
[23:59:33] 0, 38, 86, 59.88, 14232
1, 99, 50, 54.83, 14230
[00:00:04] 0, 34, 87, 63.22, 14232
1, 99, 50, 54.47, 14230
[00:00:34] 0, 35, 87, 64.24, 14232
1, 99, 50, 54.20, 14230
[00:01:06] 0, 38, 86, 63.51, 14232
1, 99, 50, 53.97, 14230
[00:01:37] 0, 99, 86, 60.05, 14232
1, 34, 50, 51.29, 14230
[00:02:08] 0, 99, 87, 62.13, 14232
1, 35, 49, 51.00, 14230
[00:02:39] 0, 99, 86, 58.83, 14232
1, 33, 50, 55.11, 14230
[00:03:11] 0, 99, 87, 61.96, 14232
1, 34, 49, 50.36, 14230
[00:03:42] 0, 99, 87, 61.88, 14232
1, 35, 49, 51.54, 14230
[00:04:13] 0, 99, 87, 61.93, 14232
1, 35, 49, 51.42, 14230
[00:04:45] 0, 99, 87, 61.12, 14232
1, 35, 50, 51.73, 14230
[00:05:16] 0, 30, 87, 61.60, 14232
1, 99, 50, 53.42, 14230
[00:05:47] 0, 42, 87, 62.03, 14232
1, 99, 50, 56.09, 14230
[00:06:19] 0, 39, 87, 62.91, 14232
1, 99, 51, 56.06, 14230
[00:06:50] 0, 39, 86, 60.45, 14232
1, 99, 51, 55.48, 14230
[00:07:21] 0, 37, 87, 63.23, 14232
1, 99, 51, 55.38, 14230
[00:07:52] 0, 40, 87, 62.60, 14232
1, 99, 51, 56.17, 14230
[00:08:24] 0, 39, 87, 63.38, 14232
1, 99, 50, 56.06, 14230
[00:08:55] 0, 39, 87, 61.12, 14232
1, 99, 51, 56.55, 14230
[00:09:26] 0, 38, 86, 61.92, 14232
1, 99, 51, 55.45, 14230
[00:09:57] 0, 40, 86, 61.94, 14232
1, 99, 51, 57.01, 14230
[00:10:28] 0, 37, 87, 62.80, 14232
1, 99, 50, 56.01, 14230
[00:10:59] 0, 40, 86, 61.01, 14232
1, 99, 51, 56.83, 14230
[00:11:31] 0, 40, 86, 61.02, 14232
1, 99, 51, 56.46, 14230
[00:12:02] 0, 33, 87, 62.68, 14232
1, 99, 51, 56.24, 14230
[00:12:33] 0, 99, 86, 62.01, 14232
1, 36, 50, 52.98, 14230
[00:13:04] 0, 99, 87, 61.95, 14232
1, 38, 50, 53.44, 14230
[00:13:36] 0, 99, 86, 62.01, 14232
1, 37, 50, 53.38, 14230
[00:14:07] 0, 99, 87, 62.83, 14232
1, 38, 50, 54.02, 14230
[00:14:39] 0, 99, 87, 62.79, 14232
1, 38, 50, 53.53, 14230
[00:15:10] 0, 99, 87, 62.87, 14232
1, 39, 50, 54.65, 14230
[00:15:41] 0, 99, 87, 61.60, 14232
1, 37, 50, 52.02, 14230
[00:16:12] 0, 99, 86, 61.39, 14232
1, 36, 50, 52.12, 14230
[00:16:44] 0, 99, 86, 61.05, 14232
1, 37, 50, 52.35, 14230
[00:17:15] 0, 39, 87, 63.70, 14232
1, 99, 50, 56.30, 14230
[00:17:46] 0, 99, 87, 61.53, 14232
1, 36, 50, 52.32, 14230
[00:18:17] 0, 39, 86, 60.38, 14232
1, 99, 50, 56.15, 14230
[00:18:49] 0, 41, 87, 61.65, 14232
1, 99, 51, 57.09, 14230
[00:19:20] 0, 36, 87, 65.00, 14232
1, 99, 51, 57.20, 14230
[00:19:51] 0, 31, 87, 63.10, 14232
1, 99, 51, 56.19, 14230
[00:20:22] 0, 42, 87, 62.58, 14232
1, 99, 51, 58.13, 14230
[00:20:53] 0, 41, 87, 62.52, 14232
1, 99, 51, 57.74, 14230
[00:21:25] 0, 41, 86, 62.50, 14232
1, 99, 51, 57.76, 14230
[00:21:56] 0, 38, 87, 62.60, 14232
1, 99, 51, 55.89, 14230
[00:22:27] 0, 40, 86, 62.60, 14232
1, 99, 51, 56.30, 14230
[00:22:58] 0, 39, 86, 62.55, 14232
1, 99, 51, 54.98, 14230
[00:23:30] 0, 41, 86, 61.02, 14232
1, 99, 51, 57.15, 14230
[00:24:01] 0, 41, 87, 63.50, 14232
1, 99, 51, 55.83, 14230
[00:24:32] 0, 40, 87, 63.55, 14232
1, 99, 51, 57.41, 14230
[00:25:04] 0, 39, 87, 64.43, 14232
1, 99, 50, 56.22, 14230
[00:25:35] 0, 44, 86, 61.59, 14232
1, 99, 51, 57.92, 14230
[00:26:06] 0, 39, 87, 65.26, 14232
1, 99, 51, 57.08, 14230
[00:26:37] 0, 36, 86, 60.79, 14232
1, 99, 50, 54.85, 14230
[00:27:09] 0, 43, 87, 64.46, 14232
1, 99, 51, 57.15, 14230
[00:27:40] 0, 40, 86, 62.55, 14232
1, 99, 51, 55.56, 14230
[00:28:12] 0, 41, 87, 63.22, 14232
1, 99, 51, 58.05, 14230
[00:28:43] 0, 41, 87, 63.20, 14232
1, 99, 51, 57.82, 14230
[00:29:14] 0, 100, 87, 56.75, 14232
1, 100, 53, 68.31, 14230
[00:29:45] 0, 73, 87, 66.80, 14232
1, 52, 50, 57.30, 14230
[00:30:16] 0, 38, 87, 65.63, 14232
1, 99, 50, 54.65, 14230
[00:30:48] 0, 39, 87, 65.56, 14232
1, 99, 50, 56.01, 14230
[00:31:19] 0, 38, 87, 65.52, 14232
1, 99, 50, 55.91, 14230
[00:31:50] 0, 38, 87, 66.21, 14232
1, 99, 50, 56.55, 14230
[00:32:22] 0, 38, 87, 63.85, 14232
1, 99, 50, 56.62, 14230
[00:32:53] 0, 40, 87, 64.33, 14232
1, 99, 50, 57.08, 14230
[00:33:25] 0, 99, 87, 62.80, 14232
1, 35, 49, 52.31, 14230
[00:33:56] 0, 39, 86, 62.84, 14232
1, 99, 50, 55.91, 14230
[00:34:28] 0, 39, 87, 62.83, 14232
1, 99, 50, 56.66, 14230
[00:34:59] 0, 37, 87, 63.56, 14232
1, 99, 50, 55.02, 14230
[00:35:29] 0, 99, 87, 62.92, 14232
1, 32, 49, 49.99, 14230
[00:36:01] 0, 39, 87, 64.19, 14232
1, 99, 50, 54.53, 14230
[00:36:33] 0, 33, 87, 61.98, 14232
1, 99, 50, 52.15, 14230
[00:37:04] 0, 100, 88, 54.42, 14232
1, 100, 53, 65.51, 14230
[00:37:35] 0, 36, 86, 63.72, 14232
1, 99, 50, 53.48, 14230
[00:38:07] 0, 38, 87, 63.73, 14232
1, 99, 50, 54.80, 14230
[00:38:38] 0, 36, 87, 63.08, 14232
1, 99, 49, 53.88, 14230
[00:39:09] 0, 39, 87, 62.88, 14232
1, 99, 50, 54.40, 14230
[00:39:41] 0, 38, 87, 62.96, 14232
1, 99, 50, 54.69, 14230
[00:40:12] 0, 36, 87, 63.89, 14232
1, 99, 50, 54.16, 14230
[00:40:43] 0, 36, 87, 62.04, 14232
1, 99, 50, 54.16, 14230
[00:41:15] 0, 37, 87, 63.03, 14232
1, 99, 50, 54.74, 14230
[00:41:46] 0, 27, 87, 61.64, 14232
1, 93, 50, 50.41, 14230
[00:42:17] 0, 37, 87, 61.73, 14232
1, 99, 50, 54.51, 14230
[00:42:49] 0, 99, 87, 60.93, 14232
1, 34, 49, 50.72, 14230
[00:43:20] 0, 99, 87, 62.16, 14232
1, 34, 49, 50.89, 14230
[00:43:51] 0, 99, 87, 62.16, 14232
1, 35, 49, 49.81, 14230
[00:44:22] 0, 99, 87, 62.19, 14232
1, 34, 49, 51.37, 14230
[00:44:53] 0, 99, 87, 61.65, 14232
1, 33, 49, 49.83, 14230
[00:45:25] 0, 99, 87, 61.47, 14232
1, 32, 49, 50.48, 14230
[00:45:56] 0, 38, 86, 61.54, 14232
1, 99, 50, 54.20, 14230
[00:46:27] 0, 36, 87, 63.39, 14232
1, 99, 50, 53.46, 14230
[00:46:59] 0, 99, 87, 62.88, 14232
1, 34, 49, 51.44, 14230
[00:47:30] 0, 99, 86, 61.43, 14232
1, 36, 49, 51.19, 14230
[00:48:02] 0, 99, 87, 63.41, 14232
1, 35, 49, 50.56, 14230
[00:48:33] 0, 37, 87, 63.63, 14232
1, 99, 50, 54.74, 14230
[00:49:04] 0, 37, 87, 62.73, 14232
1, 99, 50, 55.43, 14230
[00:49:35] 0, 39, 87, 62.86, 14232
1, 99, 50, 55.68, 14230
[00:50:07] 0, 27, 87, 62.08, 14232
1, 99, 50, 53.51, 14230
[00:50:38] 0, 39, 86, 62.06, 14232
1, 99, 50, 56.10, 14230
[00:51:09] 0, 37, 87, 62.03, 14232
1, 99, 50, 56.20, 14230
[00:51:41] 0, 41, 87, 62.11, 14232
1, 99, 50, 55.74, 14230
[00:52:12] 0, 32, 86, 59.60, 14232
1, 99, 50, 53.88, 14230
[00:52:43] 0, 39, 87, 64.46, 14232
1, 99, 51, 56.61, 14230
[00:53:14] 0, 99, 87, 61.48, 14232
1, 35, 50, 51.91, 14230
[00:53:45] 0, 99, 87, 63.08, 14232
1, 36, 50, 52.17, 14230
[00:54:17] 0, 99, 86, 61.25, 14232
1, 38, 50, 52.41, 14230
[00:54:48] 0, 99, 87, 61.67, 14232
1, 37, 50, 52.99, 14230
[00:55:19] 0, 99, 86, 61.23, 14232
1, 36, 50, 52.99, 14230
[00:55:51] 0, 99, 87, 63.04, 14232
1, 37, 50, 53.42, 14230
[00:56:22] 0, 99, 87, 61.22, 14232
1, 37, 50, 53.44, 14230
[00:56:53] 0, 99, 86, 62.23, 14232
1, 37, 50, 53.94, 14230
[00:57:25] 0, 40, 87, 61.96, 14232
1, 99, 51, 56.91, 14230
[00:57:56] 0, 40, 87, 62.76, 14232
1, 99, 51, 56.32, 14230
[00:58:27] 0, 39, 87, 62.56, 14232
1, 99, 51, 56.46, 14230
[00:58:58] 0, 41, 87, 62.57, 14232
1, 99, 51, 58.35, 14230
[00:59:30] 0, 43, 86, 66.87, 14232
1, 99, 51, 58.04, 14230
[01:00:01] 0, 40, 87, 65.86, 14232
1, 99, 51, 57.32, 14230
[01:00:32] 0, 42, 86, 64.36, 14232
1, 99, 51, 57.87, 14230
[01:01:04] 0, 41, 87, 64.27, 14232
1, 99, 50, 57.85, 14230
[01:01:35] 0, 40, 87, 64.27, 14232
1, 99, 51, 57.42, 14230
[01:02:06] 0, 43, 86, 64.26, 14232
1, 99, 51, 58.71, 14230
[01:02:38] 0, 40, 87, 64.24, 14232
1, 99, 51, 58.24, 14230
[01:03:08] 0, 44, 86, 64.28, 14232
1, 99, 51, 59.66, 14230
[01:03:39] 0, 38, 87, 64.29, 14232
1, 99, 51, 57.91, 14230
[01:04:10] 0, 41, 86, 63.09, 14232
1, 99, 52, 63.03, 14230
[01:04:42] 0, 36, 87, 64.71, 14232
1, 99, 51, 53.84, 14230
[01:05:13] 0, 38, 87, 64.88, 14232
1, 99, 50, 53.84, 14230
[01:05:44] 0, 30, 86, 63.70, 14232
1, 99, 50, 53.56, 14230
[01:06:16] 0, 37, 87, 63.90, 14232
1, 99, 50, 53.82, 14230
[01:06:47] 0, 37, 86, 61.43, 14232
1, 99, 50, 53.29, 14230
